,Unnamed: 0,Tweet_text,emotion
428,428,"conservative woman demolishes with
 hack",joy
429,429,conservative lawyer phyllis schlafly claims equal pay women = husband,sadness
430,430,kimmie99 nmlifestyles equal pay equal work. conservatives despise poor & unlucky much poverty conservative,sadness
431,431,ladies want equal pay would,sadness
432,432,gregghoulden olivianuzzi number represents conservative senators voted equal pay,joy
433,433,wait. every republican voted equal pay women? conservative dudes fucking women. oh,sadness
434,434,conservative activist phyllis schlafly says equal pay bad #women cnnopinion,sadness
435,435,[seditious #gop ladies suck koch] conservative women funded kochs lambaste equal pay measure,sadness
436,436,women koch-funded conservative groups lambaste equal pay measure via,sadness
437,437,last rt: that's 17 conservative meps voting equal pay men women. nice,sadness
438,438,conservative activist claims #equalpay lead women finding husbands. #women reply-- keep 'em:,sadness
439,439,conservative activist's astonishingly oblivious comment equal pay still can't - actually - believe,sadness
440,440,#idaho conservative,sadness
441,441,conservative activist's astonishingly oblivious comment equal pay - \xe3\x80\x8a couldn't make,sadness
442,442,conservative activist claims women paid men won't find husbands 2014. woman deserve equal,sadness
443,443,the2weekwait i'm,fear
444,444,"conservative: ""women paid men won\'t find husbands"" women paid men wouldn\'t need",sadness
445,445,seriously misguided!conservative activist claims via,joy
446,446,i'm getting $ koch brothers?? koch-funded conservative groups lambaste equal pay via,sadness
447,447,"conservative activist believes women shouldn't get equal pay because
 would make harder find husband? actual",sadness
448,448,catch! conservative solution #equalpay & pay gap problem. nice animated cartoon,sadness
449,449,\xe2\x80\x9 tpm: conservative activist: women want find husbands don't mind gender pay gap,sadness
450,450,#equalpay conservative activist claims women paid men won't find husbands via,sadness
451,451,"conservative activists publishes article claiming ""if women get equal pay harder find husbands"".",sadness
452,452,funny conservative women don't believe equal pay benefits men high paying jobs,sadness
453,453,bet told conservative straight white dude rights regarding,sadness
454,454,women control workplace don't want equal,sadness
455,455,,fear
456,456,conservative evidence-free zone ever shrink? they're claiming there's gap pay men,sadness
457,457,cbs bob schieffer asks \xe2\x80\x98are republicans equal pay women?\xe2\x80\x99 #usa #america #ccot #tyranny #conservative,joy
458,458,newsbusters life long conservative & business,disgust
459,459,"obama ""equal pay act"" | conservative byte via",sadness
460,460,"are
 conservative women content w/gop want 2 equal pay rights? pay",sadness
461,461,women koch-funded conservative groups lambaste equal pay measure via,sadness
462,462,"obama equal pay act | conservative byte via conservativebyt //""war women"" another mantra",sadness
463,463,adorkablekati thinking be. think equal pay women great bill & every conservative know thinks,guilt
464,464,pamslove rr_conservative hillaryclinton sarahpalinusa every single gop women voted equal pay women. gals,sadness
465,465,conservative republican gov\'t doesn\'t make equal pay,sadness
466,466,"conservative logic weird. you
 say your
 concerned women slipping
 into
",guilt
467,467,equal pay equal work - bizzare???\nhow long let redefine word conservative???,sadness
468,468,"#teaklanistan news
 #stepford edition - women #koch-funded conservative groups lambaste equal pay measure",sadness
469,469,women koch-funded conservative groups lambaste equal pay measure via,sadness
470,470,"way out: yet another conservative gonad. one opposes equal pay women grounds ""money...",sadness
471,471,totally #mccarthyism pick poor girl doesn't get #equalpay target conservative groups.,sadness
472,472,koch-funded conservative groups lambaste #equalpay measure win gop support,sadness
473,473,jaketapper susancrabtree really surprised ignorance conservative followers. advocates want equal pay equal,sadness
474,474,"everyone agrees women get equal pay job. conservative don't like them
",sadness
475,475,women living conservative states get keep earned income women living liberal,sadness
476,476,democrats' equal pay hypocrisy | conservative byte via,joy
477,477,women koch-funded conservative groups lambaste equal pay measure via thinkprogress therealroseanne,sadness
478,478,women #koch-funded conservative groups lambaste #equalpay,sadness
479,479,#koch funds conservative women's groups opposing equal pay measure,sadness
480,480,#tcot #conservative equal pay,sadness
481,481,"welldoneson racingfan70 soopermexican them
 women won't get equal pay look good conservative",sadness
482,482,women #koch funded conservative groups lambaste #equalpay measure - thinkprogress,sadness
483,483,women koch-funded conservative groups lambaste equal pay,sadness
484,484,conservative senators underpaid women: drop dead - equal pay women: idea still ahead it...,sadness
485,485,women koch-funded conservative groups lambaste equal pay measure,sadness
486,486,conservative senators underpaid women: drop dead: equal pay f...,sadness
487,487,conservative senators underpaid women: drop dead: equal pay women: idea still ahead o...,sadness
488,488,conservative senators underpaid women: drop dead: equal pay women: idea still ahead o...,sadness
489,489,see #equalpay trending. assume referring liberals only.we know really don't care supporting conservative,sadness
490,490,conservative website #dailycaller reports men working sen davis make $ women staffers. seems #equalpay bipartisan,joy
491,491,democrats' equal pay hypocrisy | conservative byte via,joy
492,492,women koch-funded conservative groups lambaste equal pay measure via,sadness
493,493,women koch-funded conservative groups lambaste equal pay measure via,sadness
494,494,#women #koch(#boycott)-funded #conservative groups lambaste #equalpay measure via,sadness
495,495,many women lambasting equal pay come conservative groups funded koch brothers,sadness
496,496,"democrats\' ""equal pay"" hypocrisy | conservative byte via",joy
497,497,women #koch funded conservative groups lambaste #equalpay measure - thinkprogress,sadness
498,498,(started rt fell asleep) rz igorvolsky women koch-funded conservative groups lambaste equal pay,sadness
499,499,women koch-funded conservative groups lambaste equal pay measure:,sadness
500,500,women koch-funded conservative groups lambaste equal pay measure,sadness
501,501,"met lady opposes law guarantees equal pay women. nice.\nit\'s one thing conservative... ' @wilw ap ok, i've always conservative angers me. good ol' boy club strikes",sadness
502,502,really allowed say conservative women aren't #pushy enough stand equal pay? mtomasky,sadness
503,503,happy show am: #pushy conservative woman believes #equalpay believe now? _silversmith mtomasky,disgust
504,504,daily beast (which hardly conservative) destroyed $0.77 #equalpay statistic months ago -->,guilt
505,505,read entire article conservative arguing equal pay saying liberal agenda destroy,sadness
506,506,advocating equal pay equal work become communism conservative land.,sadness
507,507,mason conservative: equal pay women!,sadness
508,508,good see strong conservative women declaring respect,guilt
509,509,aaronworthing hopefully it's cnn... female conservative pol debated excerable anita dunn #equalpay #thelead,joy
510,510,conservative women face equal pay equal work insidious. wake sisters! it's false,sadness
511,511,would love conservative-minded person explain equal pay women condescending..:,disgust
512,512,ag_conservative jpalm44 edhenrytv pressec reporter ask female staffers white house getting equal pay,sadness
513,513,conservative still,sadness
514,514,republicans dismiss equal pay efforts touting outreach women/ conservative women?,sadness
515,515,#cnn & wolfblitzer best slam white house equal pay day. cnn conservative news,sadness
516,516,ag_conservative boycott wnba raise pay match league minimums. #equalpay,joy
517,517,boss conservative man. son obamabot big title. make way $$ son. screw equal,sadness
518,518,amusing see conservative heads exploding equal pay 50% population. #lillyledbetter - go,sadness
519,519,equal pay day...conservative group takes look what's happening inside wh:,sadness
520,520,waiting conservative provide good argument women deserve equal,sadness
521,521,sounds like #conservative women don't backs women denied equal pay equal work,sadness
522,522,conservatives push back equal pay efforts. what's conservative livable wage? lebassett:,sadness
523,523,obama moving without congress | conservative byte via conservativebyt executive order 2 force equal,sadness
524,524,4therecord: equal pay equal work equality,sadness
525,525,well as: equal pay equal work//its conservative belief pay person(regardless clor/sex)the wage advertised4wor,sadness
526,526,"lkruczek ain't fair should
 get equal pay think!!\n#brother #sisterpatriots\n#waar\n#michigan",sadness
527,527,take conservative dcexaminer \xe2\x80\x94 texasgop jittery they're losing #equalpay:,sadness
528,528,lesliemarshall. admitted,fear
529,529,long conservative outlets hijack conversation equal,joy
530,530,conservative texas republicans don&#8217;t support equal pay &#8216;men better negotiators&#8217; -,sadness
531,531,michellemalkin strong conservative,joy
532,532,right wing #conservative views,joy
533,533,rachelveronica don't know,sadness
534,534,"labor
 show true",guilt
535,535,cllrianbevan roberthodkinson would money tackle ramsbottom roads conservative run council settled equal pay,sadness
536,536,- davidjollycd13 lobbied behalf conservative millionaire oppose #paycheckfairness,joy
537,537,1st instance equal pay women government policy #ata air transport auxiliary women pilots ww2 female conservative,joy
538,538,call #conservative,sadness
539,539,greedy sexist bosses getting away paying women,sadness
